stationID,Longitude,Latitude,Year,Month,Dekad,Rainfall
9633756,37.77,-7.08,1983,1,1,48.8
9633756,37.77,-7.08,1984,1,1,40.5
9633756,37.77,-7.08,1985,1,1,63.8
9633756,37.77,-7.08,1986,1,1,14.6
9633756,37.77,-7.08,1987,1,1,279.7
9633756,37.77,-7.08,1988,1,1,25
9633756,37.77,-7.08,1989,1,1,188.7
9633756,37.77,-7.08,1990,1,1,34
9633756,37.77,-7.08,1991,1,1,66.8
9633756,37.77,-7.08,1992,1,1,25.5
9633756,37.77,-7.08,1993,1,1,2.5
9633756,37.77,-7.08,1994,1,1,184.1
9633756,37.77,-7.08,1995,1,1,89.9
9633756,37.77,-7.08,1996,1,1,89.5
9633756,37.77,-7.08,1997,1,1,0
9633756,37.77,-7.08,1998,1,1,-9999
9633756,37.77,-7.08,1999,1,1,0
9633756,37.77,-7.08,2000,1,1,3.5
9633756,37.77,-7.08,2001,1,1,36.5
9633756,37.77,-7.08,2002,1,1,-9999
9633756,37.77,-7.08,2003,1,1,-9999
9633756,37.77,-7.08,2004,1,1,-9999
9633756,37.77,-7.08,2005,1,1,-9999
9633756,37.77,-7.08,2006,1,1,-9999
9633756,37.77,-7.08,2007,1,1,30.4
9633756,37.77,-7.08,2008,1,1,122
9633756,37.77,-7.08,2009,1,1,66
9633756,37.77,-7.08,2010,1,1,6.3
9633756,37.77,-7.08,2011,1,1,6
9633756,37.77,-7.08,2012,1,1,15.6
9633756,37.77,-7.08,2013,1,1,106.2
9633756,37.77,-7.08,2014,1,1,0
9633756,37.77,-7.08,2015,1,1,82.4
9633756,37.77,-7.08,2016,1,1,79.7
9633756,37.77,-7.08,2017,1,1,22.5
9633756,37.77,-7.08,2018,1,1,87.3
9633756,37.77,-7.08,2019,1,1,74.9
9638356,39.06258,-6.91428,2005,1,1,-9999
9638356,39.06258,-6.91428,2006,1,1,0
9638356,39.06258,-6.91428,2007,1,1,41
9638356,39.06258,-6.91428,2008,1,1,0.3
9638356,39.06258,-6.91428,2009,1,1,0
9638356,39.06258,-6.91428,2010,1,1,-9999
9638356,39.06258,-6.91428,2011,1,1,-9999
9638356,39.06258,-6.91428,2012,1,1,-9999
9638356,39.06258,-6.91428,2013,1,1,74.3
9638356,39.06258,-6.91428,2014,1,1,0
9638356,39.06258,-6.91428,2015,1,1,0
9638356,39.06258,-6.91428,2016,1,1,0.7
9638356,39.06258,-6.91428,2017,1,1,17.1
9638356,39.06258,-6.91428,2018,1,1,64
9638356,39.06258,-6.91428,2019,1,1,33.6
9633456,39.07583,-6.91139,2005,1,1,-9999
9633456,39.07583,-6.91139,2006,1,1,0
9633456,39.07583,-6.91139,2007,1,1,37.4
9633456,39.07583,-6.91139,2008,1,1,-9999
9633456,39.07583,-6.91139,2009,1,1,0
9633456,39.07583,-6.91139,2010,1,1,12.6
9633456,39.07583,-6.91139,2011,1,1,33
9633456,39.07583,-6.91139,2012,1,1,0
9633456,39.07583,-6.91139,2013,1,1,63.8
9633456,39.07583,-6.91139,2014,1,1,0
9633456,39.07583,-6.91139,2015,1,1,4.5
9633456,39.07583,-6.91139,2016,1,1,0.3
9633456,39.07583,-6.91139,2017,1,1,15.5
9633456,39.07583,-6.91139,2018,1,1,56
9633456,39.07583,-6.91139,2019,1,1,45.3
06-01834,37.14683,-6.1803,2019,1,1,-9999
06-01837,37.574598,-7.0592558,2019,1,1,-9999
06-01857,36.506173,-6.332955,2019,1,1,-9999
06-01824,37.5908094,-6.1537235,2019,1,1,-9999
06-01813,38.29104,-6.99183,2019,1,1,-9999
06-01887,36.851118,-6.134718,2019,1,1,-9999
06-01852,37.462998,-6.3963551,2018,1,1,-9999
06-01852,37.462998,-6.3963551,2019,1,1,5.379
06-01830,35.81248444,-8.782970088,2019,1,2,-9999
06-01753,36.3565,-8.2735,2019,1,2,-9999
06-01812,36.98,-7.4,2019,1,2,-9999
06-01822,37.03,-7.8,2019,1,2,91.51063833
9636150,37.58,-6.97,1981,1,2,0
9636150,37.58,-6.97,1982,1,2,0
9636150,37.58,-6.97,1983,1,2,39.8
9636150,37.58,-6.97,1984,1,2,153.3
9636150,37.58,-6.97,1985,1,2,47
9636150,37.58,-6.97,1986,1,2,133.4
9636150,37.58,-6.97,1987,1,2,76.5
9636150,37.58,-6.97,1988,1,2,30.5
9636150,37.58,-6.97,1989,1,2,76
9636150,37.58,-6.97,1990,1,2,14
9636150,37.58,-6.97,1991,1,2,49.4
9636150,37.58,-6.97,1992,1,2,0
9636150,37.58,-6.97,1993,1,2,0
9636150,37.58,-6.97,1994,1,2,3
9636150,37.58,-6.97,1995,1,2,8
9636150,37.58,-6.97,1996,1,2,22.8
9636150,37.58,-6.97,1997,1,2,30
9636150,37.58,-6.97,1998,1,2,120.3
9636150,37.58,-6.97,1999,1,2,10.1
9636150,37.58,-6.97,2000,1,2,0
9636150,37.58,-6.97,2001,1,2,96.8
9636150,37.58,-6.97,2002,1,2,27.1
9636150,37.58,-6.97,2003,1,2,8.6
9636150,37.58,-6.97,2004,1,2,56.5
9636150,37.58,-6.97,2005,1,2,11
9636150,37.58,-6.97,2006,1,2,62.3
9636150,37.58,-6.97,2007,1,2,0
9636150,37.58,-6.97,2008,1,2,12.4
9636150,37.58,-6.97,2009,1,2,0
9636150,37.58,-6.97,2010,1,2,17
9636150,37.58,-6.97,2011,1,2,22.6
9636150,37.58,-6.97,2012,1,2,36.4
9636150,37.58,-6.97,2013,1,2,22.5
9636150,37.58,-6.97,2014,1,2,35
9636150,37.58,-6.97,2015,1,2,96.7
9636150,37.58,-6.97,2016,1,2,108.4
9636150,37.58,-6.97,2017,1,2,0
9636150,37.58,-6.97,2018,1,2,0
9636150,37.58,-6.97,2019,1,2,0
9636255,37.57,-6.98,1981,1,2,0
9636255,37.57,-6.98,1982,1,2,0
